BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5465,129, ,A2, 3267B BARKLEY AVENUE , ,10465,1,0,1,985,570,1940, 1 , A2 ," $164,900 ",2018/6/1
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5467,137, ,A1, 1430 SHORE DRIVE , ,10465,1,0,1,"4,488","1,772",1930, 1 , A1 ," $800,000 ",2017/11/20
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5467,138, ,A5, 1428 SHORE DRIVE , ,10465,1,0,1,"1,003","1,600",2003, 1 , A5 ," $698,000 ",2018/9/27
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5469,31, ,A1, 914 CLARENCE AVENUE , ,10465,1,0,1,"2,360","1,384",1930, 1 , A1 ," $470,000 ",2018/5/21
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5470,12, ,A5, 1431 SHORE DRIVE , ,10465,1,0,1,"2,134","1,224",1960, 1 , A5 ," $469,900 ",2017/11/29
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5470,15, ,A5, 1425 SHORE DRIVE , ,10465,1,0,1,"1,530","1,224",1960, 1 , A5 ," $339,690 ",2018/1/5
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5470,15, ,A5, 1425 SHORE DRIVE , ,10465,1,0,1,"1,530","1,224",1960, 1 , A5 ," $555,000 ",2018/7/2
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5472,16, ,A5, 845 VINCENT AVENUE , ,10465,1,0,1,"1,833",924,1925, 1 , A5 ," $360,000 ",2018/6/27
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5472,42, ,A2, 820 THROGS NECK EXPWY SR , ,10465,1,0,1,"2,500","1,219",1925, 1 , A2 ," $450,000 ",2018/9/20
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5472,50, ,A5, 842 THROGS NECK EXPWY SR , ,10465,1,0,1,"1,800","1,998",1965, 1 , A5 ," $475,000 ",2018/5/25
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5472,59, ,A5, 862 THROGGS NECK EXPWY , ,10465,1,0,1,"2,000","2,220",1965, 1 , A5 ," $330,000 ",2018/1/22
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5472,59, ,A5, 862 THROGGS NECK EXPRESS , ,10465,1,0,1,"2,000","2,220",1965, 1 , A5 ," $550,000 ",2018/4/30
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5475,2, ,A2, 3162 PHILIP AVENUE , ,10465,1,0,1,"3,742","2,400",1950, 1 , A2 ," $340,000 ",2017/12/12
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5475,26, ,A1, 717 VINCENT AVENUE , ,10465,1,0,1,"5,000","2,574",1935, 1 , A1 ," $850,000 ",2017/12/12
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5479,3, ,A2, 3258 LAFAYETTE AVENUE , ,10465,1,0,1,"3,094","1,118",1955, 1 , A2 ," $560,000 ",2018/8/30
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5479,194, ,A1, 820 DEAN AVENUE , ,10465,1,0,1,"4,928","2,000",2004, 1 , A1 ," $895,000 ",2018/10/16
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5479,195, ,A1, 818 DEAN AVE , ,10465,1,0,1,"4,489","4,000",2004, 1 , A1 ," $985,000 ",2018/9/5
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5480,53, ,A2, 724 WILCOX AVENUE , ,10465,1,0,1,"2,500","1,026",1920, 1 , A2 , $-   ,2018/10/19
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5483,21, ,A2, 646 ELLSWORTH AVENUE , ,10465,2,0,2,"3,742","1,016",1920, 1 , A2 ," $800,000 ",2017/12/14
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5483,52, ,A2, 605 VINCENT AVENUE , ,10465,1,0,1,"4,067","1,806",1955, 1 , A2 ," $550,000 ",2018/1/31
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5316,23, ,B1, 1100 FAIRFAX AVENUE , ,10465,2,0,2,"3,805","3,550",1976, 1 , B1 , $-   ,2018/4/12
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5320,32, ,B3, 1119 THROGMORTON AVENUE , ,10465,2,0,2,"1,810","2,016",1960, 1 , B3 ," $621,000 ",2018/5/8
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5321,37, ,B2, 1119 VINCENT AVENUE , ,10465,2,0,2,"2,375","1,864",1925, 1 , B2 , $-   ,2017/11/10
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5321,39, ,B2, 1117 VINCENT AVENUE , ,10465,2,0,2,"2,375","1,864",1925, 1 , B2 ," $110,000 ",2017/11/13
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5323,30, ,B1, 1180 ELLSWORTH AVENUE , ,10465,2,0,2,"2,500","2,250",2004, 1 , B1 ," $400,000 ",2017/12/1
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5323,30, ,B1, 3160 BAISLEY AVENUE , ,10465,2,0,2,"2,500","2,250",2004, 1 , B1 ," $440,000 ",2018/1/18
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5323,30, ,B1, 1180 ELLSWORTH AVENUE , ,10465,2,0,2,"2,500","2,250",2004, 1 , B1 ," $818,000 ",2018/5/18
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5330,4, ,B3, 3259 FAIRMOUNT AVENUE , ,10465,2,0,2,"5,000","2,332",1940, 1 , B3 ," $710,000 ",2018/5/29
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5330,30, ,B1, 3258 WATERBURY AVENUE , ,10465,2,0,2,"4,230","1,510",2017, 1 , B1 , $-   ,2018/6/28
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5330,31, ,B1, 3260 WATERBURY AVENUE , ,10465,2,0,2,"3,893",0,2017, 1 , B1 , $-   ,2018/6/28
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5343,19, ,B1, 1222 FAIRFAX AVE , ,10465,2,0,2,"2,375","1,734",1965, 1 , B1 ," $695,000 ",2017/12/27
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5344,12, ,B3, 1214 ELLSWORTH AVENUE , ,10465,2,0,2,"2,338","1,824",1915, 1 , B3 ," $499,000 ",2018/3/28
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5344,21, ,B1, 3166 WATERBURY AVE , ,10465,2,0,2,"2,486","1,782",1970, 1 , B1 , $-   ,2017/12/6
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5406,227, ,B3, 3169 WATERBURY AVENUE , ,10465,2,0,2,"2,861",930,1935, 1 , B3 , $-   ,2017/11/3
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5408,1, ,B2, 3132 COUNTRY CLUB ROAD , ,10465,2,0,2,"2,565","1,872",1950, 1 , B2 , $-   ,2018/8/10
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5408,48, ,B1, 3228 COUNTRY CLUB ROAD , ,10465,2,0,2,"4,967","3,060",1973, 1 , B1 , $-   ,2018/8/9
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5408,158, ,B1, 3221 RAWLINS AVENUE , ,10465,2,0,2,"5,850","2,648",1955, 1 , B1 ," $600,000 ",2018/2/7
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5408,162, ,B3, 3197 RAWLINS AVENUE , ,10465,2,0,2,"2,754","1,512",1925, 1 , B3 ," $100,000 ",2018/7/23
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5408,174, ,B3, 3175 RAWLINS AVENUE , ,10465,2,0,2,"2,177","1,248",1925, 1 , B3 ," $445,000 ",2018/5/11
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5408,204, ,B1, 1332 KEARNEY AVENUE , ,10465,2,0,2,"1,327","1,440",1930, 1 , B1 ," $610,000 ",2018/8/21
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5408,204, ,B1, 1332 KEARNEY AVENUE , ,10465,2,0,2,"1,327","1,440",1930, 1 , B1 , $-   ,2018/10/1
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5408,411, ,B1, 1341 SIEGFRIED PLACE , ,10465,2,0,2,"8,645","2,464",1925, 1 , B1 ," $250,000 ",2018/2/23
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5409,239, ,B1, 3315 CAMPBELL DR , ,10465,2,0,2,"3,705","4,228",1930, 1 , B1 ," $765,000 ",2017/12/11
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5409,246, ,B1, 3303 CAMPBELL DRIVE , ,10465,2,0,2,"4,212","3,926",1930, 1 , B1 , $-   ,2018/9/26
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5409,317, ,B1, 3315 AGAR PLACE , ,10465,2,0,2,"6,965","2,640",1965, 1 , B1 ," $702,500 ",2018/2/28
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5409,317, ,B1, 3315 AGAR PLACE , ,10465,2,0,2,"6,965","2,640",1965, 1 , B1 ," $875,000 ",2018/8/21
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5409,320, ,B1, 3309 AGAR PL , ,10465,2,0,2,"7,258","2,304",1965, 1 , B1 ," $1,150,000 ",2017/12/26
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5409,522, ,B2, 3250 SPENCER DRIVE , ,10465,2,0,2,"5,538","3,825",1960, 1 , B2 ," $950,000 ",2017/11/3
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5410,77, ,B1, 3222 RANDOLPH PLACE , ,10465,2,0,2,"4,160","2,495",1965, 1 , B1 , $10 ,2018/3/9
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5410,77, ,B1, 3222 RANDOLPH PLACE , ,10465,2,0,2,"4,160","2,495",1965, 1 , B1 , $10 ,2018/3/9
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5410,112, ,B1, 3221 COUNTRY CLUB ROAD , ,10465,2,0,2,"6,622","2,816",1965, 1 , B1 ," $775,000 ",2018/8/7
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5410,114, ,B1, 3219 COUNTRY CLUB ROAD , ,10465,2,0,2,"6,426","2,810",1965, 1 , B1 , $-   ,2017/11/7
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5410,193, ,B1, 3203 RANDOLPH PLACE , ,10465,2,0,2,"3,099","2,725",1965, 1 , B1 , $-   ,2017/11/1
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5410,236, ,B1, 3174 GRISWOLD AVENUE , ,10465,2,0,2,"3,500","2,940",1965, 1 , B1 ," $925,000 ",2018/10/5
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5410,311, ,B1, 1463 STADIUM AVENUE , ,10465,2,0,2,"3,000","2,024",1965, 1 , B1 ," $590,585 ",2018/5/16
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5410,311, ,B1, 1463 STADIUM AVE , ,10465,2,0,2,"3,000","2,024",1965, 1 , B1 ," $760,000 ",2018/9/19
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5411,210, ,B2, 1530 MC DONOUGH PLACE , ,10465,2,0,2,"5,000","2,821",1925, 1 , B2 ," $855,286 ",2017/11/7
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5411,210, ,B2, 1530 MCDONOUGH PLACE , ,10465,2,0,2,"5,000","2,821",1925, 1 , B2 ," $603,750 ",2018/1/26
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5411,273, ,B1, 1532 DWIGHT PLACE , ,10465,2,0,2,"5,000","1,633",1940, 1 , B1 ," $740,000 ",2018/1/24
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5411,297, ,B9, 1549 ROBERTSON PLACE , ,10465,2,0,2,"5,000",700,1915, 1 , B9 , $-   ,2018/10/21
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5412,37, ,B3, 1537 KENNELWORTH PLACE , ,10465,2,0,2,"2,500","2,400",1930, 1 , B3 ," $655,000 ",2018/3/16
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5412,38, ,B2, 1535 KENNELWORTH PLACE , ,10465,2,0,2,"5,000","3,497",1960, 1 , B2 ," $180,000 ",2018/7/6
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5412,104, ,B1, 1527 OHM AVENUE , ,10465,2,0,2,"2,500","1,404",1925, 1 , B1 , $-   ,2018/7/3
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5412,176, ,B3, 3211 GRISWOLD AVENUE , ,10465,2,0,2,"10,000","2,632",1960, 1 , B3 ," $200,000 ",2018/5/29
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5413,46, ,B1, 1630 KENNELWORTH PLACE , ,10465,2,0,2,"5,000","3,174",1960, 1 , B1 ," $587,000 ",2018/10/1
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5413,50, ,B3, 1638 KENNELWORTH PL , ,10465,2,0,2,"2,500","3,080",1930, 1 , B3 ," $700,000 ",2017/11/15
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5413,109, ,B1, 1660 OHM AVENUE , ,10465,2,0,2,"5,000","2,890",1940, 1 , B1 , $-   ,2017/11/17
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5414,18, ,B1, 3250A LUCERNE STREET , ,10465,2,0,2,"2,507","2,761",1960, 1 , B1 , $-   ,2018/7/9
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5414,95, ,B2, 3234 RADIO DRIVE , ,10465,2,0,2,"3,864","2,816",1965, 1 , B2 ," $900,000 ",2018/7/23
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5414,114, ,B1, 3288 RADIO DRIVE , ,10465,2,0,2,"2,500","2,060",1970, 1 , B1 ," $445,000 ",2018/6/29
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5414,194, ,B1, 3269 RADIO DRIVE , ,10465,2,0,2,"4,500","2,966",1970, 1 , B1 , $-   ,2018/10/12
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5415,1, ,B1, 1510 STADIUM AVENUE , ,10465,2,0,2,"2,500","1,920",1960, 1 , B1 , $-   ,2018/1/5
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5415,18, ,B1, 1556 STADIUM AVENUE , ,10465,2,0,2,"5,000","3,060",1970, 1 , B1 , $-   ,2018/10/12
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5415,24, ,B1, 3224 AMPERE AVENUE , ,10465,2,0,2,"3,742","3,025",1955, 1 , B1 ," $820,000 ",2018/7/31
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5415,84, ,B1, 3260 AMPERE AVENUE , ,10465,2,0,2,"2,600","1,800",1925, 1 , B1 ," $660,000 ",2017/12/27
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5415,101, ,B3, 3259 GRISWOLD AVENUE , ,10465,2,0,2,"2,940","1,450",1950, 1 , B3 ," $570,000 ",2018/3/15
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5415,109, ,B3, 1510 LIBRARY AVENUE , ,10465,2,0,2,"2,500","2,080",1910, 1 , B3 ," $442,900 ",2018/1/19
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5415,119, ,B1, 1550 LIBRARY AVENUE , ,10465,2,0,2,"7,000","3,000",1986, 1 , B1 ," $990,000 ",2018/9/18
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5416,36, ,B3, 1635 RESEARCH AVENUE , ,10465,2,0,2,"2,500","1,945",1930, 1 , B3 ," $555,000 ",2018/7/18
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5416,78, ,B1, 3248 WATT AVE , ,10465,2,0,2,"3,230","2,520",1950, 1 , B1 ," $333,000 ",2018/10/16
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5416,125, ,B3, 1638 LIBRARY AVENUE , ,10465,2,0,2,"7,500","1,995",1925, 1 , B3 ," $802,000 ",2018/6/25
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5416,170, ,B1, 3293 AMPERE AVENUE , ,10465,2,0,2,"1,908","2,700",1950, 1 , B1 ," $650,000 ",2018/8/31
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5417,155, ,B3, 1660 BAY VIEW AVENUE , ,10465,2,0,2,"2,500","2,112",1915, 1 , B3 ," $470,000 ",2018/7/3
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5417,166, ,B1, 1667 BAYSHORE AVE , ,10465,2,0,2,"2,842","2,912",1960, 1 , B1 , $-   ,2018/3/14
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5417,243, ,B1, 120 OUTLOOK AVENUE , ,10465,2,0,2,"3,610","3,430",2002, 1 , B1 ," $925,000 ",2018/1/19
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5417,250, ,B1, 204 OUTLOOK AVE , ,10465,2,0,2,"2,878","3,392",2002, 1 , B1 ," $855,000 ",2018/4/20
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5417,256, ,B1, 216 OUTLOOK AVENUE , ,10465,2,0,2,"4,328","3,430",2002, 1 , B1 , $-   ,2017/12/31
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5458,41, ,B1, 1022 THROGS NECK EXPWY SR , ,10465,2,0,2,"2,588","1,995",1970, 1 , B1 ," $550,000 ",2018/6/15
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5458,41, ,B1, 1022 THROGS NECK EXPWY , ,10465,2,0,2,"2,588","1,995",1970, 1 , B1 ," $719,000 ",2018/10/9
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5459,3, ,B1, 3184 LAYTON AVENUE , ,10465,2,0,2,"2,850","2,750",1960, 1 , B1 ," $300,000 ",2018/7/19
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5459,37, ,B1, 3181 BARKLEY AVENUE , ,10465,2,0,2,"3,058","2,570",1960, 1 , B1 ," $925,000 ",2018/10/17
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5459,52, ,B3, 1030 THROGMORTON AVENUE , ,10465,2,0,2,"1,800","1,816",1960, 1 , B3 ," $547,106 ",2017/11/2
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5459,52, ,B3, 1030 THROGMORTON AVENUE , ,10465,2,0,2,"1,800","1,816",1960, 1 , B3 ," $590,000 ",2018/10/10
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5462,1, ,B3, 3180 BARKLEY AVENUE , ,10465,2,0,2,"2,770","2,100",1960, 1 , B3 ," $515,000 ",2018/2/26
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5463,15, ,B1, 993 WILCOX AVENUE , ,10465,2,0,2,"2,381","1,836",2004, 1 , B1 , $-   ,2018/5/8
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5468,38, ,B1, 924 WILCOX AVENUE , ,10465,2,0,2,"4,725","3,230",1975, 1 , B1 , $-   ,2018/5/9
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5473,3, ,B3, 3204 LAFAYETTE AVE , ,10465,2,0,2,"2,997","2,016",1955, 1 , B3 ," $744,500 ",2017/12/26
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5473,3, ,B3, 3204 LAFAYETTE AVENUE , ,10465,2,0,2,"2,997","2,016",1955, 1 , B3 , $-   ,2018/10/4
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5476,4, ,B3, 3206 PHILIP AVENUE , ,10465,2,0,2,"1,800","2,236",1956, 1 , B3 , $-   ,2018/4/21
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5479,186, ,B1, 840 DEAN AVENUE , ,10465,2,0,2,"8,594","3,800",2003, 1 , B1 ," $1,305,000 ",2018/4/26
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5480,15, ,B3, 751 CLARENCE AVENUE , ,10465,2,0,2,"2,625","2,142",1950, 1 , B3 ," $545,000 ",2017/12/11
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5480,15, ,B3, 751 CLARENCE AVENUE , ,10465,2,0,2,"2,625","2,142",1950, 1 , B3 ," $465,000 ",2018/4/27
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5481,31, ,B2, 1317 SHORE DRIVE , ,10465,2,0,2,"5,000","2,887",1920, 1 , B2 ," $690,000 ",2017/12/21
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5481,33, ,B1, 712 CLARENCE AVENUE , ,10465,2,0,2,"9,000","4,200",1920, 1 , B1 , $-   ,2018/7/20
2,COUNTRY CLUB,03 THREE FAMILY DWELLINGS                  ,1,5344,22, ,C0, 3170 WATERBURY AVENUE , ,10465,3,0,3,"4,604","4,000",1987, 1 , C0 , $-   ,2018/1/5
2,COUNTRY CLUB,03 THREE FAMILY DWELLINGS                  ,1,5411,115, ,C0, 3138 SPENCER DRIVE , ,10465,3,0,3,"4,752","3,165",1950, 1 , C0 , $-   ,2018/10/16
2,COUNTRY CLUB,03 THREE FAMILY DWELLINGS                  ,1,5417,123, ,C0, 3283 GRISWOLD AVENUE , ,10465,3,0,3,"4,972","4,400",1970, 1 , C0 , $-   ,2018/1/5
2,COUNTRY CLUB,03 THREE FAMILY DWELLINGS                  ,1,5458,17, ,C0, 1023 THROGMORTON AVE , ,10465,3,0,3,"2,929","2,800",1960, 1 , C0 ," $840,000 ",2018/1/3
2,COUNTRY CLUB,03 THREE FAMILY DWELLINGS                  ,1,5473,24, ,C0, 821 WILCOX AVE , ,10465,3,0,3,"5,000","3,400",1920, 1 , C0 ," $685,000 ",2017/12/7
2,COUNTRY CLUB,03 THREE FAMILY DWELLINGS                  ,1,5476,41, ,C0, 716 VINCENT AVENUE , ,10465,3,0,3,"3,750","2,437",2004, 1 , C0 ," $950,000 ",2018/5/23
2,COUNTRY CLUB,03 THREE FAMILY DWELLINGS                  ,1,5477,135, ,C0, 3237 PHILIP AVENUE , ,10465,3,0,3,"2,350","3,402",2003, 1 , C0 , $-   ,2018/3/26
2,COUNTRY CLUB,03 THREE FAMILY DWELLINGS                  ,1,5477,135, ,C0, 3237 PHILIP AVENUE , ,10465,3,0,3,"2,350","3,402",2003, 1 , C0 , $-   ,2018/8/2
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5417,1020, ,R3, 1406 OUTLOOK AVENUE ,1,10465,1,0,1,0,0,2002, 1 , R3 ," $375,000 ",2017/11/20
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5417,1021, ,R3, 1400 OUTLOOK AVENUE ,2,10465,1,0,1,0,0,2002, 1 , R3 ," $499,000 ",2018/2/13
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5417,1022, ,R3, 1434 OUTLOOK AVENUE ,3,10465,1,0,1,0,0,2002, 1 , R3 ," $450,000 ",2018/9/20
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5417,1025, ,R3, 1402 OUTLOOK AVENUE ,3,10465,1,0,1,0,0,2002, 1 , R3 ," $350,000 ",2018/1/12
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5417,1028, ,R3, 1404 OUTLOOK AVENUE ,3,10465,1,0,1,0,0,2002, 1 , R3 ," $395,000 ",2017/11/17
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5417,1052, ,R3, 1422 OUTLOOK AVENUE ,3,10465,1,0,1,0,0,2002, 1 , R3 ," $421,990 ",2018/9/12
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5417,1053, ,R3, 1424 OUTLOOK AVENUE ,1,10465,1,0,1,0,0,2002, 1 , R3 ," $405,000 ",2017/11/6
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5417,1071, ,R3, 1436 OUTLOOK AVENUE ,1,10465,1,0,1,0,0,2002, 1 , R3 ," $400,000 ",2017/11/2
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5417,1102, ,R3, 1490 OUTLOOK AVE ,1B,10465,1,0,1,0,0,2006, 1 , R3 ," $420,810 ",2018/8/21
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5417,1113, ,R3, 1490 OUTLOOK AVENUE ,2C,10465,1,0,1,0,0,2006, 1 , R3 ," $406,614 ",2018/9/27
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5417,1122, ,R3, 1490 OUTLOOK AVENUE ,2L,10465,1,0,1,0,0,2006, 1 , R3 ," $530,000 ",2018/9/13
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5417,1136, ,R3, 1490 OUTLOOK AVENUE ,N7,10465,1,0,1,0,0,2006, 1 , R3 ," $250,005 ",2017/11/6
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5467,1001, ,R3, 1464 SHORE DRIVE , ,10465,1,0,1,0,0,1984, 1 , R3 ," $770,000 ",2018/2/12
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5467,1013, ,R3, 1490 SHORE DRIVE ,5D,10465,1,0,1,0,0,0, 1 , R3 ," $485,000 ",2018/10/9
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5486,1007, ,R3, 600 CLARENCE AVENUE ,1I,10465,1,0,1,0,0,2004, 1 , R3 ," $449,000 ",2018/8/23
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5486,1019, ,R3, 600 CLARENCE AVENUE ,2G,10465,1,0,1,0,0,2004, 1 , R3 ," $580,000 ",2018/6/26
2,COUNTRY CLUB,04 TAX CLASS 1 CONDOS                      ,1A,5486,1021, ,R3, 600 CLARENCE AVENUE ,2I,10465,1,0,1,0,0,2004, 1 , R3 ," $300,000 ",2017/11/21
